text,category
"
It's been a over a year since my mum died of cancer. I was her primary carer for 2 years, doing all I could to help her recover. Now I'm still crippled with anxiety and depression, living in her house which we shared. I'm 60 yrs old. Finding it almost impossible to forge a new life. Meds and therapy have proved useless. All I can try and do is eat healthy, a little exercise and sleep when I can to forget the nightmare she is gone. I know I need to get out more, but the apathy and lack of enthusiasm in anything is overwhelming.
",Grief
"
Hi all,
           In 1994, I was widowed when my then wife had breast cancer. 6 mths later my then girlfriend found out that my 6yo daughter had been molested by a friend of my late wife who was living with us. For at least 3 mths after, I experienced what I call Emotional Tsunamis; experiencing an interchanging wide range of emotions on a daily basis (at extreme levels). I never had any counselling as it wasn't available in my town or area back then, although I wrote heaps of poetry and later music to try and release pent up emotions. Though I happily remarried in 1997 (still going strong), to this day, I get easily irritated by things or situations not going right, or not working. With people I am fine and couldn't be more patient and accepting.

Is this irritation (and it can cause me to complain, curse and sometimes swear) a hangover from 1994? How do I deal with it as it sometimes irritates those around me?
",Grief
"
Just over a year ago my fiancé took his life after a silent battle with depression. Neither me nor my daughter ever saw that he wasn't okay and never expected him to do something like this. Since then his family and friends have refused to talk to me or my daughter and blame me for his death. My partner, daughter and myself spent over three years living just down the road from his family which was an absolute disaster as they did not accept nor like me and my daughter. My daughter and I spent family dinners being glared at and ignored but eventually the three of us moved to a new house. Just two months later he did this. My daughter and I have been forced to move to a new state as I have been verbally attacked at my local shopping centre and home. This has left me depressed, lonely and sad. I struggle to do everyday tasks as one minute I am fine the next I am angry then sad. I spend countless hours asking myself why and how did I not see this. 
",Grief
"
I have been estranged from my Mother for two years and haven't spoken to my Father as a result. My Brother phoned last November to tell me that my Father had died after a six month hospital stay. I am having such a hard time coping with the fact that no one had told me that my father was so ill and that they deprived me of the chance to say goodbye. How do I get past this?
",Grief
"
When I was a child I used to cry into my pillow wailing that I was so alone. I was always told I was dramatic as I had a large family. After years of denial I now understand why I felt that way. From growing up with a mother who unfortunately had no motherly instincts and was emotionally unavailable and my father who has abandoned me because of his partner who I would no longer let emotionally abuse me, I’m left grieving. I’m grieving the loss of the pictures I had created in my head of who I wanted my parents to be. No longer in denial I know feel like I’ve lost my roots. But I haven’t, they’ve never been there. I’m not sure how to except that the expectations I have of needing my parents to be the parents I’ve always  needed. I don’t know how to except this and move on..
",Grief
"
Hi everyone,
Christmas can be a really wonderful time of the year but it can also be a really difficult time of the year.  I thought I'd create this post to talk about ways to cope or even just acknowledge some of that pain you might be feeling over Christmas and the new years.
For me personally, it feels heavy - I think there's a part of my brain that's like ""oh they aren't here today"" before it hits me, or conversations that used to be light become harder and heavier.  I think it also brings up a lot of sad memories not just joyful ones, as a lot of Christmas's for me were hospital visits which is not something anyone wants to experience.
So here's a couple of things I've come up with - maybe you can add to the thread if you like about how you cope or what makes things easier?
If you are struggling know that we are here for you and the forums and the support lines will be open all over the Christmas break.
- It's okay to say no and not do all the things.  
- It's okay to let go or create new traditions, or to keep the ones that you have.
- It's okay to take time to think about your loved one.  Maybe you want to go to the cemetery, look through photos, leave an empty chair at the table, make their favourite dish, write letters to them, donate to a charity, light a candle or even just talk about it.
- It's okay to not give gifts, or to give different gifts.  I do a lot of my shopping online which makes things a little less overwhelming.
- It's okay to take time for yourself.  
- It's okay to cry.  Or scream. Or talk about it.
- It's okay to ask for help.
- It's okay to laugh or have a nice time.  We're allowed to do that and not feel guilty about it.
The biggest thing that's going to help me over Christmas and new years is to be kind to myself and give myself permission - and somehow I think that might help you too.  We don't owe anyone anything.  We're allowed to hurt and cry and feel like the Grinch (or maybe that's just me!..).  But we're also not alone.
 
",Grief
"
I’m finding things especially hard this year. I’m supporting my fiancé after the last 3 mental breakdowns with 2 hospitalisations within the last year. I am feeling so low that I’m running on empty. I spend the little hours I have when I’m not working finding ways to help and support my partner. Most research tells me that I need to look after myself however it’s easy to say this when you aren’t constantly worrying. My partner has been constantly mentally unwell for over a year now and have no peace. He is my soulmate, I will not walk away because I love and cherish him. I understand he is not well causing his constant I’ll state of mind and downward spiral. Im doing all I can to keep him alive or medication, healthy diet. He has tried ECT numerous phycotherapy, recently a failed drug trial which sent him into psychosis.. got worse from there. He doesn’t take alcohol or illegal substances and never has. Why him?!
My dads death anniversary is New Year’s Eve. This time of year cuts me deeply and feel so sad and low,  hurts that I can’t just be sad around him. I know he can’t take it when I am low. What can I do besides hold it in? 
",Grief
"
Hello first time writing in a forum 👋🏼
I recently started seeing a psychologist for helping cope with the loss of my brother passing away. I had been avoiding my feeling completely for 2 years and it resulted in my partner of 10 years breaking up with me for being too sad 
I have been to 8 therapy sessions and my psychologist has suggested i might benefit from anti depressants. I’m unsure about this as I don’t have any experience or know anyone who has been this type of medication. I don’t really like taking medication in general. 
I want to feel better but since opening up in the sessions I find I cry all the time. In general I feel completely hopeless about my life now and have so many negative self thoughts that I really struggle to make go away. 
I dont really know what I’m after with posting this, just I guess if antidepressants help with these problems
thanks for reading 
",Grief
"
Hi guys,
As you guys can tell I'm new here. I have difficulties reaching out in real life. I've had Depression since I was 12 years old, and anxiety hit me hard when I was 21 until present. Things just really started falling apart for me after my father's death in 2012. Sadly, I've had many counsellors and Psychologists during my teenage and young adult years but I could never really communicate well face to face. I know I need some kind of help and support, but I'm always so stubborn and in denial. 
I feel like I'm just strapped down and chained to the floor, inside of a locked cage. I find it difficult to keep swimming in this huge ocean called life. There's so much going on in my life that I literally feel like curling into a ball in bed and going to sleep for good.
I don't know who to reach out to, I live with my mum but I don't want her to stress and worry about my issues while she has medical problems herself. I have a boyfriend, but my whole relationship is just very complicated and hard to explain. I have no friends, due to my anxiety. I do work but since quitting my last job and moving on to my current job now, my salary has been a complete flop. I have about $8.5k in credit that I desperately need to pay off, but can't because my job sucks. I have missed calls and emails from credit companies and property agents about overdue payments that are going over my head and I am living each fortnight with just barely enough money left over for petrol and cigarettes. 
I'm drowning and even with the support of my family, I feel like the dark shadow that has been with me for years will end up being the thing that drags me down until the end. 
I don't want to burden anyone but I just need a sense of direction in my life. I want to take control of myself and be able to not feel like I'm miserable each day. I really need help. 
Thank you. 
 
",Grief
"
My dad took his own life two weeks ago.  There was no warning.  He always seemed happy.  No one I've spoken to had any insight that this would happen.  It has shaken me to my core.  I keep asking him why but get no answer.  My uncle (his brother) also took his own life 10 years ago, and I've learned their father was also a recluse who basically drank himself to death.  I can feel depression pulling at me.  On top of being unable to believe my dad is gone, and how he did it, I am also thinking that I will be next.  Clearly, it runs in the males in the family.  This scares me so bad.  Having daily anxiety attacks.  Scared of where this will all lead, but not showing anyone to be strong for the family.  Just can't believe this is happening.  It's like a nightmare I want to wake up from.
",Grief
"
I lost my grandfather this year he was my best friend, hasn't been any easier since the day he left me. He raised me since I was 2 weeks old him and my aunty (my dads sister) but she past away when I was 11, I grew up with her always travelling away for operations because she had cancer... my pop lived 5 years after her now im left feeling alone - my brother is pretty messed up he used to bash our mum even when she was sick after chemotherapy and I was to little I couldn't help it, I resent him but my mum told me to forgive him before she passed away - uhhh ive tried to but its hard, my brother is locked up in jail at the moment thank god because he was on heavy drugs, I guess that his only way of coping with it all - he didn't even make our grandfathers funeral because he was in jail, I spoke to him on the phone it was hard out opf all people I thought he could of been the only person that would understand what im going through since pop helped raise the both of us since we were babies.
 
Man grief is hard to cope with its my first time opening up but typing makes it easier than talking to someone for me; I just hope everyone that is grieving can find the help they need on these online forums - that's what I'm going to try and do.
 
Feel free to share your story with me; I'd love to hear and help if I can.
xx
",Grief
"
Does anyone have any suggestions (maybe based on past experiences) 
I am from a close family of 5. I am one of three boys (I am a twin - the oldest) and I recently lost my little / brother 30 years old. 
is there anything I can say or do that will help my parents through there grief / trauma??? 
",Grief
"
My partner and i have only been together for 9 months, but we have known each other and been bestfriends for 10 years. 
We have been trying for a baby for about 5-6 months now. And i have had 2 miscarriages.
its so horrible. The first time i had to point to a pregnancy test to tell my partner. Naturally first he asked if i was pregnant, i shook my head than he asked ""your not"" all i replied with was ""anymore"". And the second time was a month ago and i only told him 2 days ago. 
The physical pain is the worst pain, but the emotional pain... its hard to explain, you feel as if you have lost part of yourself, like someone has taken one of your traits or characteristics and a piece of your heart aswell. 
Its been really hard recovering as the first one i didnt have any time off of work and the second one i had a single day off of work because i was further along and the pain was too much to bare. And since then i havent had a day off of work, i have movdd house, done almost all if the unpacking and moving around the furniture, and doing every last one of the house chores without any help. This is all on top of working 6 days a week. 
im exhausted both mentally and physically, i just wish that it had never happened because it plays on my mind all the time, seeing babies breaks my heart at the moment because its all i want. And it doesnt help i struggle to admit it to my partner so i bottle it up. And its hard to talk to anyone about it...
",Grief
"
My beautiful 2 year old cat was attacked by the neighbours dog 2 weeks ago and despite surgery and 2 days of extraordinary treatment she died. I am totally devastated. I got her and another cat from the RSPCA and they were my babies. I tried to keep them inside but she insisted on going outside and would often dash out the door when anyone opened it so I made them indoor/outdoor cats and they were perfectly happy. They would run along the top of the fence and I can only guess that the dog barked at her and scared her and she lost her footing and fell off the fence into their yard. I have so much guilt and ""if only"" thoughts that run through my head. My other cat is grieving the loss of his companion and I have not been able to let him outside since as I am afraid the same thing will happen to him. I am getting a cat enclosure built in my yard so that he can have some outside time, not ideal but better than nothing. The initial grief and shock has passed but I feel it come over me in waves at unexpected times and it takes my breath away. The image of her after she was attacked is forever lodged in my head and upsets me enormously. I am finding it hard coming up to Christmas. I don't want to do anything and take no joy in any activity. I feel like I am just moving through the motions of living without actually living.
",Grief
"
Hello everyone. 
I struggle with being alive and having a great family of my own, wich may seem strange but i am left  wondering why i have what i have? 
I have lost 5 Brothers. 3 to suicide and 2 to illness and not one day  goes by without me thinking that i am to blame in someway.
Is it normal to feel guilt just for being alive?
",Grief
"
Good afternoon,
Not sure where to turn so thought I’d post on here.  Got a phone call on Monday night to say that my best friend from high school had passed away and that they believe it’s suicide (he left a note and his housemates found him when they got home from work).  He lives interstate but we still kept in pretty close contact.  He’d seemed pretty quiet over the last few months but I assumed it was just because he was busy with work, and sometimes he’d do volunteer work overseas. Otherwise he seemed perfectly himself and I genuinely thought he was ok.
I definitely feel like i could’ve done more to help, and if not then I just think I must’ve been a really terrible friend.  He was a trusted friend, a massive support to me during some dark times and also just so much fun to hang out with. He was the first person I came out as gay to (I’m from a strict fundamentalist Christian family and so for me to trust him with that was a really big thing for me).  
It feels selfish for saying this but I honestly don’t know how to deal with how I’m feeling about this.  I’m struggling to concentrate on anything, sometimes I’m quite teary and other times I just feel nothing at all.  I’m struggling to sleep and I honestly just feel like a massive part of my life is permanently changed.
I don’t feel like I have anyone left to talk to about this.  The only person I’m regularly in contact with is a guy at the gym who I workout with, and while I feel like I could trust him with telling him I also don’t want to be a burden on anyone, and it also feels like a weird place to being up this topic.
Anyway thanks for reading this, not sure anything can be done but I appreciate it. 
",Grief
"
hi, just registered on this forum, so please go easy on me!
I had a stillbirth 5 years ago and to this day it still haunts me. I feel like I am a failed mum for not being able to give my son a life properly. I do have a living daughter, now 9 years old, who is a huge part of my life. her father ( now my ex, for numerous amount of reasons I won't elaborate right now) thinks I am still ""whinging about it"" and I should just get over it, stop moping around over something that happened 5 years ago.
is there a ""timeframe"" of some sort for grieving, or being depressed? I used to see a psychologist right after the stillbirth but I felt greatly uncomfortable being in her office. seeing a ""f__g shrink"" apparently should have fixed me not made me feel worse as a mother, my ex said back in the day. not sure why I remember what he uttered all that time ago as I don't live with him anymore and only talk when absolutely needed (he is in QLD I am in WA with my daughter) but upon browsing disability employment services, I thought, ""is depression considered as a disability? oh speaking of which... yeah apparently there's a timeframe for being depressed""
my apologies if I am rumbling. it has been years but it is not an easy thing to get over.
should people just ""get over"" grief after a certain amount of time or is there no such thing?
",Grief
"
Hi everyone
My mum (56yo) died suddenly 3 weeks ago. She was extremely depressed, and took her own life. 
She’d had a breakdown and been diagnosed 2 years earlier, which quickly led to her first attempt on her life. Myself and my two brothers (ages 25-31) found her (after a long search) very close to dying. Other family were involved too. 
Over the following year or so she spent a lot of time in psychiatric wards, had ECT, had numerous medication changes. We attended various mental health meetings with her and her team.
She began a pattern of recovering, return to her own home, stop taking her pills, becoming unwell again, and disappearing. We’d find out she was missing, go looking for her, and find her near death after another attempt at taking her life.
this happened 4-5 times
Finally she returned home after some more ECT and seemed to have improved. She was still very flat in mood, and couldn’t seem to get motivated for anything, even her old hobbies. But she returned to work part-time, which had been a very important step for her in her recovery, and we were all hopeful she was finally recovering for good. We tried to get her involved in social groups and hobbies, would take her out for dinners and nice events. She seemed to be on the mend. 
Until 3 weeks ago. We had no warning, none of us noticed she was getting worse. A welfare check was done when she didn’t go to work. 
She was found dead at home, having taken her own life. Without going into detail, it is certain that she planned this very carefully to ensure it would happen. 
Obviously, her family is devastated. We loved her and we had all tried so hard to get her well. 
In the the immediate aftermath, we were in shock. My family is very supportive and close, so we have all been there for each other as the grief set in, as her children (including me) planned her funeral, had her last viewing, and said goodbye. 
As time goes on, I still find myself  crying at unexpected times, especially at night. My partner has been VERY supportive but I feel guilty for my sudden tears.
Also, Im having panic attacks- over me and my partners life insurance, over my fear other loved ones might die, over if my mum suffered at the end, and even over where her spirit/ soul is now (I’m not religious).
my worst panic attacks are over her personal possessions i have inherited. I’m terrified of them getting damaged or lost, as they are all I have left of my mum.
ive booked a counsellor, but wanted to post here. Thankyou
",Grief
"
I lost a friend/co-worker suddenly last night although sudden not entirely unexpected. I feel like I don't know what to do, I've had this feeling with grief before and I know it's only early in the grief process. I was feeling down before but now I feel even more down, like everything is pointless now. We were friends but not super close friends and I feel like I shouldn't be or don't have the right to be feeling such strong grief over her death. I feel like if I wasn't depressed, my grief would be more proportional. I actually feel embarrassed to feel so overwhelmingly sad.
Does anyone know any tips on dealing with grief exacerbated by depression?
",Grief
"
Hello everyone,
I have been getting told by my close friends that I need to begin some sort of counseling and support since the tragedy i experienced in October. My mother had cancer (originally vulva cancer), which was successfully removed with minor difficulties. Things were on the mend for about 16 months until last October when I received the dreaded phone call from my brother who was under the impression that it was serious but not dire, when he told me that I need to make arrangements and travel interstate to say goodbye to our mum.
The cancer had resurfaced in her pancreas and in under 20 days it spread to her liver and dispersed into her blood stream. By the time i arrived at her side she had under two hours left of her life. I was immediately spoken to regarding the prospect of euthanasia (which i understood was illegal )? However when my personal analysis of the entire situation was complete i could see why that horrible topic was brought up?
I don't know what part exactly has disturbed me the most? The confrontation of crying relatives and sad combined energy, the state of her ? or the shock of seeing my mum try to communicate with me in short 10 second intervals before the medication took over her cognitive functionality, she looked like a hippie (I'll never forget her eyes)! I would not wish it upon anyone.
That night after she died i sat with my siblings while they engaged in the ""blame game"" fuled by unresolved conflict and alcohol and that numbing benediction of unnecessary drama never gets any less tedious. I sat there in shock, complete disbelief, that visceral raw emotional pain that I refuse to expel in front of most people.
Being the first born in my family i felt it was paramount that I allow everyone else to break down around me while I jumped into a more caretaker type role. Subconscious denial can be a powerful coping mechanism i guess? I felt every burning emotional sub set listed in fact i even felt others that are a little too dark for any list of symptoms associated with death.
almost two months on and i am unsure what stage I'm in now? I'm not eating, sleeping nor taking appropriate steps for recovery. In a way it's like i chose euthanasia for myself? Secret permission to leave this nightmare. In silence with my demons.
Jay
 

",Grief
"
I need help and advice, please. 
I am a 25 year old woman who has dealt with anxiety, depression and and panic disorder since puberty. 
I am yet to find treatment that works for me, though I am yet to give up. I have found several roadblocks in terms of costs and waiting lists. For as long as I can remember I have found it increasingly more difficult to go to work (and as a child, school) I find myself having panic attacks the night before or the morning of a shift. I have begun to wonder if this is a form of agoraphobia, as any activity where I feel that I cannot immediately leave if I want to, seems to trigger this for me. 
I have fought through this for so long, with it increasingly becoming more difficult. Most of the time I can force myself to do what I need to do despite the nausea and racing heart and general feeling of needing to run far away. But for the last year or so it has had such a hold on me, causing me to miss alot of work and lose a job. 
I decided to study for 12 months instead of working, but the same panic affected me in the same way when it came to placement - and it once again beat me, I'm now forced to withdraw because I was unable to complete the placement.
This has left me feeling suicidal more than once, feeling as though I'll never be a functioning person, though I never act on it because I couldn't hurt my loved ones in that way. 
I refused to sink this time, and picked myself up almost immediately and threw myself into jobs interviews and casual work before securing a full time position.
Three days before I was due to start this job my mother very suddenly and unexpectedly passed away. I was with her and performed cpr on her until the paramedics arrived, they were unable to revive her. 
I did well at first, I kept myself busy, planning the funeral and staying strong for those around me - not wanting them to worry about me. 
But now I just feel hopeless. I took a month off and went to work for a couple of weeks before I got injured and then sick, causing me to miss the past week and dread going back. 
I feel that everything is just too hard, how do I deal with these issues as well as dealing with the loss of my mother simultaneously. I am exhausted, I have been exhausted for so long and now I just feel I have nothing left. 
All of my friends and family have been wonderful, but it's true that everyone begins to disappear after a few weeks. I feel I'm just a burden to them now. 
Please help. 
",Grief
"
Hi everyone
I'm here because I lost my sister to suicide 5 months ago and I'm not coping. I feel anxious, on the verge of tears all the time, hopeless, irritable and unsure of myself. My partner, family and friends are supportive but I don't want them to worry too much or overload them. I feel like my whole life is pointless even though objectively I know it's not. I'm seeing a counsellor periodically and reading a lot of books. I have a strong desire to change my job and location, but I'm not sure if now is a good time to be doing that. However my job seems intolerable now and I hate going there. I don't know what to do as I'm scared of feeling so hopeless.
Thank you for any help you can give me.
",Grief
"
Hello I'm amber and my brother suicided in June and I'm really struggling with the why's and other thoughts. Is there any other people out there that have had a family member suicide?
",Grief
"
Dad passed away suddenly six weeks ago. Mum passed away 7 years ago. I’m 46 and struggling. I went back to work a couple of days after dads funeral, and have had to take this week off work as I am now finding it harder to cope. Is this normal? I am now also feeling guilty for taking the time off work, which is making me feel worse. I seen my doctor earlier this week, and have to go back to see her today. I am feeling very down, which is making me feel so sick. 
",Grief
"
its amazing how time flies and you dont even notice. i have tried to move forward but it still plays on my mind every day. its almost 25 years since my dad died from suicide. i was 10 years old but it still feels like yesterday, i still remember seeing him walking along the side of the road and me on the school bus watching him as it drove away. i knew something wasnt right i had this sense that it wasnt but did nothing. when i got home i found out what happened then it hit me like a tonne of bricks, i could of stopped this i could of been there and he wouldnt of done it. even now i still hate myself and i hate him, i hate him for doing this to me making me feel like this but i still also love him. its hard to figure out how to feel, its tough i cried when i was a kid but now its hard, its hard to be emotional about it as due to length since occurring but i see these people older then me who have there dads still and i feel this tug at my heart of loneliness. i dont have anyone to talk to, to discuss male issues have that father son chat about life. i visited his grave site recently and it was tough cause what do you say a plaque, is he listening, does he understand that the effect this has had on me growing up and still has an effect on my life now. hardest thing i have found is letting go and accepting that he has gone and that i could of done something. 
",Grief
"
Hi
 
Ive recently had to advise my partner his father has passed away unexpectedly and have been supporting him and mother in law during this process. Mother in law has health issues and requires 24/7 support as her husband was also main carer. Since father inlaw passing mother in law has been stating she is free and can do what she wants now. Doesn't have a care in the world and doesn't care that people are putting there lives on hold and trying to assist her to ensure she is cared for as much as possible.
 
I suffer with Depression and Anxiety and yesterday she kept having a go at me and blaming me for things that I had not done. I know that this is her health concern but she is also being spiteful. 

I am now struggling with my daily routines and feel terrible as I couldn't remain strong for my partner. 

I need help and don't know where to turn. 
",Grief
"
My boyfriend committed suicide 3 weeks ago. The pain, loss, guilt, loneliness, isolation from this grief is unbearable. Let alone having to come to terms that I'm all alone again. 45 single no kids and broken. He has left a big hole in my life and atm I don't even want to wake up in the morning and process that he's gone all over.  I'm broken over the fact that i didn't get to say the things I should have. I didn't get to tell him that i loved him recently because I was frustrated and dragged down by his depression. Yes I am getting grief counseling and I feel that every body else closely affected has a partner or family to spend their nights with. He was my companion and now I'm all alone.
",Grief
"
Hi there peeps. 
Ive written on here a number of times so I thought I’d put down some of my thoughts and possibly someone can tell me what is what. 
2014 rolled around. Wife and I had found a better place. Life was ok. I had some stressors in my life. A failing family business, a struggling marriage and worry about a diagnosis after a check up (year and half before that I was in correctly diagnosed with liver cancer at 40). Hence the worry. All was fine. 2 weeks after that I started to feel more anxious and started questioning certain ailments and feelings that I had. Could it be cancer? As I started to spiral into anxiety, depression kicked in too. Before you know I severely anxious and very depressed. I was so scared I always needed reassurance on a constant basis. That went on for almost a year. My psych told me it was trauma but If I look back on I now I didnt have flashbacks, I didn’t have nightmares and I didn’t think about it. I was just overly anxious desperate and depressed. I knew it would effect my marriage and surely enough my wife left almost exactly a year after my mental illness hit me. 
For the next 3 years I begged, pleaded, got angry, gave her space, push it out of my mind, become obsessed, begged, pleaded. Yet I knew her coming back wouldn’t make me feel better whatsoever. My stupid psych said it will take time. It will get better. What he didn’t understand was my mood disorder. I felt horrible. Sure there were periods where I felt ok but it would always comeback. I wanted her so badly. In reality I needed her. I was sad that she was gone yet I couldn’t make myself better. It’s now been over 3 years since she left and over 4 years since my anxiety and depression hit. I know it’s not gone as I still fight it everyday yet and I’ve thankfully changed psychiatrists. 
These are what are going through my head;
rumination, deep sadness, anxiety, loneliness, useless, no self esteem, unlovable, feel like a failure, no enthusiasm for life, deep despair about my past with my relationship, no hope, feelings of a lost life, guilt, longing for the past (not her but our relationship, fear of the future, scared, memories of the relationship, not good enough, grief, deep loss, hopelessness.
i can’t keep living like this and I feel like life is leaving me behind. I cannot see a future or a present and I’m sick and tired of it. 
Are those attributes are apart of depression and grief?
fab
",Grief
"
Hi guys, 
 
My depression started as post natal, i was on and off my meds thinking and hoping i could stay off them. I got off them a for a bit. Had another baby and bam. Back to it all again. Things were going well so i stopped. AGAIN.. all was well and good.. 2years later. My mum/best friend passed away suddenly in her sleep (artheroslerotic heart disease) she didnt even know she has it!! Fell into a hole and was back on them again.
3 years on. With the most wonderful supportive husband and kids im still struggling with everything. All i want to do is hidr in my bed and netflix all day. I dont like doing anything.. its affecting work, life and everything inbetween. Ive lost the one person i could pour all my problems to without any judgement or pity. My mum was. My everything and I'm  trying so hard but i just feel its pulling me further and further down. Im at a loss and i do not know what to do anymore.. 
Is there anyone that could share some light x
",Grief
"
Hi all,
26 year old male, severe depression, anxiety and regular panic attacks.
 
This is the first time I've public posted my thoughts so bear with me.
 
I suffered from mild depression and anxiety from my early teens, up until November 2014 when my eldest brother passed away in a car accident at aged 32
following that in 2016 my mother passed away aged 52 from a stroke whilst shopping with my youngest sister who was only 11 at the time.
And again following that, in September 2017 my other brother just 3 years older than myself at 29 years of age passed away in his sleep from pneumonia and an enlarged heart (undiagnosed).
 
Since my eldest brother passed away, my depression, anxiety and stress has been unimaginably through the roof, with it only getting worse after each death.
 
My last brother to pass away was considered my best friend so it was a ""double whammy"" and i took a month of work from my new job which i only started 7 weeks prior.
 
I feel lost, alone and my social anxiety stops me from doing the most basic of tasks, such as calling someone, getting up to go to the shops, etc...
 
I came here because I keep having time off work and cant keep it up as my financial situation doesnt allow it, I can no longer do things I enjoy like working on my project car, as I dont have any money to fund it, which make me more depressed and it just keep going around in circles.
 
I am currently medicated and have just started taking something to help me sleep (California rockey fuel apparently).
 
I was previously on another medication for 4 years, but it didn't work for when my family passed away.
 
I cant speak to my partner, friends or family because they get upset when Im upset.
 
I bottle my emotions up a lot and I cant help doing it, its just how I am, I've been seeing a physiologist each fortnight for the past 9 months, i feel good after i go but i go back to feeling the same the next day.
 
I cant afford more time off work as I am the sole income earner and I currently have a childcare bill in excess off $500 not to mention car regos due, so that stresses me out more.
 
What should I do? Please help.

",Grief
"
I lost my beautiful husband 6 months to suicide and I’m so lost and lonely. He was my soul mate the love of my life and now his gone. His family have placed the blame on me and have said some very horrible and nasty things about me it’is pushing me over the edge and I’m felling more and more like I want to go with my husband. My husband had suffered from depression and alcoholism due to a very traumatic childhood and he would not seek the proper help he need he would always say I’m ok Baby. We loved and adored each other and to think people are saying my husband didn’t love me is breaking my heart 💔. I don’t know how to go on anymore I have been in hospital twice since his death. IS IT MY FAULT MY HUSBAND DID THIS? I need help to understand why his family blame me so harshly I loved them. We had a fight the night before due to his drinking and not working for over 2 years things were getting really hard financially as I was the only one working this got so bad we had to start selling our personal belongings and were going to be evicted from our rental house I should have kept my mouth shut and never said anything to him I live every day blaming myself and than to also have others blame is just to much. Even though we had our ups and downs like all couples do we never stopped loving each other I just want my husband home with me. 
",Grief
"
Hi all
this Thursday marks the 10 year anniversary since my Mum died. She was 63 and had melanoma. My family are all in UK. I went home to help nurse her and spent six weeks away all up. Then I had to leave my grieving father and come back to life in Australia to my husband and children. It was like a nightmare. I have not been able to go back since. I can’t face the long haul flights and the emotional toll. I feel like a bad daughter and I have never seen my mother’s grave. Feeling torn up inside. 
",Grief
"
I keep being bought back to that day and it won’t leave my head I sat next to him, I put his hair behind his ears and touched his head and i told him it will be ok i wanted to believe it so badly i didn’t leave his side until I knew he wasn’t alone it’s so vivid still i can see the pictures i put on the wall pictures of me and Mum and him and pictures of us with nanna, and pictures of us when we went on our first holiday with our step dad I wanted to hug him so much and and i couldn’t i told him how sorry i was that this happened him my step sister bought him a melbourne demons beanie kid and we put in his hand now i sleep with it every night 
 
",Grief
"
...I have this constant feeling like I’m just waiting for another terrible thing to happen. My gran died of brain cancer. Then my bf died of brain cancer two years later. Then my mum was diagnosed with breast cancer. 
I now live in an almost constant state of paralysis. Like I’m just unable to step forward because I feel like something else terrible will happen. I don’t know how to not feel this way... when every time people have said “it’s okay, life will get better” ...and I have tried to get back to living, life hasn’t gotten better. 
I am also almost in constant pain after some surgery. It’s been 3 years of pain, and multiple specialists. When you’re in pain, with a sense of nothing to look forward to accept more pain... the world looks pretty grim. 
To make matters worse, I have very few friends left in Sydney. By few I mean one... and she’s busy.  I can go weeks without hearing from anybody. My husband is supportive, but he’s busy... and can’t offer advice or relate. I get the feeling he loves me but simply doesn’t know what to do or say. i guess if I don’t, then why should he. 
I honestly don’t expect anyone to say anything that will make me feel better. I guess I just needed to let someone, anyone know... perhaps someone will relate, or has experienced worse than I have and gotten though the other side. I have spoken to counsellor, but to be honest... they always want to discuss the deaths in my life... and considering they were pretty awful to witness, I don’t want to keep going over them. 
To anyone who takes the time to read this, thank you... and I’m so sorry for how pessemistic it sounds. I am not okay. I just pinned up photos of everyone who would care if I just ended my life... and it’s not many... it’s not many... 
In tears. I know there’s no easy solution... I just needed to at least write my thoughts down... even if it doesn’t solve anything.. at least I’ve finally acknowledged that I’m not okay. 
 
 
",Grief
"
Hey all,
 
I lost my dad the other week from brain aneurysm. It was so sudden. I am finding it hard to cope with being so down. I can not stop thinking about dying and the thought of loosing my kids or anyone else close to me.  This is the first death in my intermediate family in my life that i have had to deal with. I am also a mum of 4 and help my husband run a business. I am also the oldest of 5 siblings. My dad was my mum's fulltime carer as she has battled some different illnesses and cancer twice. I am being strong for everyone but really feel myself declining.  I know i have to keep it together for my family as they need me. I just don't know what to do. I feel sick and so down i can not feel happy at all. I get it is still early stages but i do not know when i will ever feel better. Thanks for listening. 
",Grief
